"","staff_count_in_service_area","staff_per_1000hh","staff_total","require_diverse_hiring","require_diverse_procurement","require_local_procurement","regional_training_education_programs","region_training_education_participation"
"1",233,0.00289588486061224,300,0,1,0,5,55
